sh600896 中海海盛   4.83 6.73 
sh600897 厦门空港   0.52 25.11 
sh600898 三联商社   1.22 8.3 
sh600900 长江电力   1.08 10.29 
sh600917 重庆燃气   0.0 10.28 
sh600960 渤海活塞   1.7 11.38 
sh600961 株冶集团   1.78 9.73 
sh600962 国投中鲁   -0.15 13.22 
sh600963 岳阳林纸   1.71 5.35 
sh600965 福成五丰   0.11 9.33 
sh600966 博汇纸业   0.0 5.61 
sh600967 北方创业   0.58 13.93 
sh600969 郴电国际   -0.86 16.1 
sh600970 中材国际   10.03 13.16 
sh600971 恒源煤电   4.63 8.58 
sh600973 宝胜股份   0.4 10.14 
sh600975 新五丰    -1.46 10.77 
sh600976 健民集团   -0.48 26.94 
sh600978 宜华木业   1.64 6.19 
sh600979 广安爱众   4.45 6.57 
sh600980 北矿磁材   -0.6 15.02 
sh600982 宁波热电   1.5 7.42 
sh600983 惠而浦    -0.31 12.7 
sh600985 雷鸣科化   0.89 18.1 
sh600987 航民股份   0.55 9.14 
sh600988 赤峰黄金   0.82 9.78 
sh600990 四创电子   0.98 60.98 
sh600992 贵绳股份   0.39 10.17 
sh600993 马应龙    0.47 21.34 
sh600995 文山电力   2.62 7.45 
sh600997 开滦股份   2.99 7.23 
sh600998 九州通    -0.59 18.54 
sh600999 招商证券   3.61 26.37 
sh601000 唐山港    7.77 10.12 
sh601001 大同煤业   2.45 8.78 
sh601002 晋亿实业   7.42 19.68 
sh601003 柳钢股份   6.67 4.0 
sh601005 重庆钢铁   2.32 3.53 
sh601006 大秦铁路   3.51 10.63 
sh601007 金陵饭店   0.93 10.82 
sh601008 连云港    2.21 7.87 
sh601009 南京银行   4.61 13.84 
sh601010 文峰股份   9.97 10.81 
sh601011 宝泰隆    0.8 10.09 
sh601012 隆基股份   3.33 18.02 
sh601015 陕西黑猫   -0.07 14.95 
sh601016 节能风电   -0.19 10.62 
sh601018 宁波港    3.33 4.66 
sh601028 玉龙股份   -1.73 20.4 
sh601038 一拖股份   3.24 13.39 
sh601058 赛轮股份   3.89 16.54 
sh601088 中国神华   3.06 18.85 
sh601098 中南传媒   -0.29 17.02 
sh601099 太平洋    8.69 13.38 
sh601100 恒立油缸   10.04 12.6 
sh601101 昊华能源   2.23 8.7 
sh601106 中国一重   6.46 5.44 
sh601107 四川成渝   6.59 4.85 
sh601111 中国国航   6.35 7.54 
sh601113 华鼎股份   2.61 5.89 
sh601116 三江购物   0.67 8.96 
sh601117 中国化学   8.09 9.75 
sh601118 海南橡胶   1.22 9.15 
sh601126 四方股份   -0.56 17.75 
sh601137 博威合金   0.26 18.99 
sh601139 深圳燃气   1.94 8.39 
sh601158 重庆水务   -1.26 9.42 
sh601166 兴业银行   5.15 14.49 
sh601168 西部矿业   2.88 8.92 
sh601169 北京银行   4.91 10.05 
sh601177 杭齿前进   5.86 9.22 
sh601179 中国西电   7.17 7.77 
sh601186 中国铁建   10.01 13.74 
sh601188 龙江交通   3.93 4.5 
sh601208 东材科技   0.0 8.62 
sh601218 吉鑫科技   -0.3 6.72 
sh601222 林洋电子   2.68 24.1 
sh601225 陕西煤业   2.38 6.87 
sh601226 华电重工   3.0 20.91 
sh601231 环旭电子   -0.74 30.92 
sh601233 桐昆股份   -1.54 10.26 
sh601238 广汽集团   2.09 8.78 
sh601258 庞大集团   0.8 6.27 
sh601288 农业银行   4.05 3.34 
sh601311 骆驼股份   1.21 13.42 
sh601313 江南嘉捷   0.72 9.8 
sh601318 中国平安   4.45 63.41 
sh601328 交通银行   4.11 6.08 
sh601333 广深铁路   7.42 4.49 
sh601336 新华保险   6.39 42.6 
sh601339 百隆东方   1.99 10.76 
sh601369 陕鼓动力   4.57 8.92 
sh601377 兴业证券   3.59 13.86 
sh601388 怡球资源   1.01 10.0 
sh601390 中国中铁   10.05 8.76 
sh601398 工商银行   3.0 4.46 
sh601515 东风股份   0.44 11.35 
sh601518 吉林高速   2.77 3.71 
sh601555 东吴证券   3.52 19.71 
sh601558 *ST锐电  0.0 4.16 
sh601566 九牧王    1.47 13.11 
sh601567 三星电气   -0.23 17.01 
sh601579 会稽山    -0.4 12.51 
sh601588 北辰实业   1.99 4.11 
sh601599 鹿港科技   2.73 9.8 
sh601600 中国铝业   2.5 6.15 
sh601601 中国太保   7.83 27.67 
sh601607 上海医药   2.38 15.94 
sh601608 中信重工   6.04 7.37 
sh601616 广电电气   1.5 5.41 
sh601618 中国中冶   10.0 4.84 
sh601628 中国人寿   9.98 27.87 
sh601633 长城汽车   4.05 38.83 
sh601636 旗滨集团   2.43 8.86 
sh601666 平煤股份   3.3 5.95 
sh601668 中国建筑   9.82 6.71 
sh601669 中国电建   9.99 7.82 
sh601677 明泰铝业   2.18 12.66 
sh601678 滨化股份   7.92 10.76 
sh601688 华泰证券   4.53 22.83 
sh601699 潞安环能   2.86 11.51 
sh601700 风范股份   0.81 14.97 
sh601717 郑煤机    3.17 7.82 
sh601718 际华集团   2.02 6.07 
sh601727 上海电气   4.04 7.47 
sh601766 中国南车   0.0 5.8 
sh601777 力帆股份   0.91 8.91 
sh601788 光大证券   5.29 27.69 
sh601789 宁波建工   2.53 9.74 
sh601798 蓝科高新   0.4 12.59 
sh601799 星宇股份   0.79 19.02 
sh601800 中国交建   10.03 13.82 
sh601801 皖新传媒   1.39 17.55 
sh601808 中海油服   1.53 20.6 
sh601818 光大银行   4.7 4.23 
sh601857 中国石油   3.8 9.84 
sh601866 中海集运   7.47 4.89 
sh601872 招商轮船   7.32 6.45 
sh601877 正泰电器   1.84 29.83 
sh601880 大连港    2.37 4.75 
sh601886 江河创建   2.37 8.65 
sh601888 中国国旅   1.67 43.29 
sh601890 亚星锚链   1.27 10.38 
sh601898 中煤能源   3.86 7.0 
sh601899 紫金矿业   2.47 3.32 
sh601901 方正证券   4.35 13.19 
sh601908 京运通    1.99 11.28 
sh601918 国投新集   1.83 5.57 
sh601919 中国远洋   7.74 7.24 
sh601928 凤凰传媒   1.39 11.68 
sh601929 吉视传媒   -0.08 11.9 
sh601933 永辉超市   2.66 8.88 
sh601939 建设银行   6.76 6.32 
sh601958 金钼股份   1.41 9.35 
sh601965 中国汽研   0.92 13.1 
sh601969 海南矿业   -3.15 16.62 
sh601988 中国银行   4.2 3.72 
sh601989 中国重工   4.46 9.13 
sh601991 大唐发电   1.7 7.16 
sh601992 金隅股份   6.51 9.32 
sh601996 丰林集团   -0.46 8.61 
sh601998 中信银行   3.56 6.98 
sh601999 出版传媒   0.26 11.53 
